type,poxX,poxY,poxZ,quatX,quatY,quatZ,quatW,stampSecs,stampNSecs,recSecs,recNSecs
Mocap,0.0127055,-0.16791,0.93242,0.000201777,-0.00735195,0.550771,0.834624,1541955621,700818714,1541955621,721200032
Mocap,0.0127247,-0.167916,0.932431,0.000168694,-0.00726718,0.550854,0.83457,1541955621,711519812,1541955621,730643032
Mocap,0.0127135,-0.167951,0.932414,8.08975e-05,-0.00715737,0.550869,0.834561,1541955621,721887366,1541955621,740661032
Mocap,0.012717,-0.167937,0.932418,9.72079e-05,-0.0071844,0.550886,0.834549,1541955621,731201251,1541955621,750622032
Mocap,0.0127095,-0.167925,0.932418,0.000181092,-0.00727221,0.55086,0.834566,1541955621,740918972,1541955621,761150032
Mocap,0.0127167,-0.167933,0.932428,0.000119828,-0.00725552,0.550819,0.834593,1541955621,751291673,1541955621,770649032
Mocap,0.0127216,-0.167934,0.932419,9.5732e-05,-0.00728451,0.55085,0.834573,1541955621,760964633,1541955621,780699032
Mocap,0.0127094,-0.16792,0.932426,0.000186926,-0.00729358,0.550828,0.834587,1541955621,771838272,1541955621,790653032
Mocap,0.0127149,-0.167917,0.932423,0.000178038,-0.00728127,0.550823,0.834591,1541955621,781340003,1541955621,800698032
Mocap,0.0126393,-0.168134,0.932606,-6.75914e-05,-0.00566873,0.552042,0.833797,1541955621,790415248,1541955621,810649032
Mocap,0.0127139,-0.167913,0.932425,0.000159515,-0.00730266,0.550832,0.834584,1541955621,800623258,1541955621,820878032
Mocap,0.0127157,-0.167924,0.932431,0.000165971,-0.00727378,0.550807,0.834601,1541955621,811335273,1541955621,830661032
Mocap,0.0127046,-0.167923,0.932413,0.000182314,-0.00726884,0.550791,0.834611,1541955621,821454523,1541955621,840716032
Mocap,0.0127139,-0.167941,0.932416,0.000110723,-0.00726567,0.550901,0.834539,1541955621,831069512,1541955621,850666032
